Sr no,College Name,College location,College Location Type (city/ village/ town/ mega city...etc),Type of college (SF/Govt/ GIA),Department (IT/CE/EC/CH/MH/..........),Males-PHD,Males- mtech/ME,Males-Btech,Women-PHD,Women- mtech/ME,Women-Btech,Total Male,Total Female
394,"R.N.G. Patel Institute of Technology-RNGPIT , Bardoli Bardoli – Navsari Road, At: Isroli (Tajpore ) PO : Afwa Tal : Bardoli – 394620 Dist: Surat State : Gujarat +91 9512900457, +91 9512900458 
Contact No.: 09512900457
 Email: info@rngpit.ac.in",Navsari,City,SF,CIVIL ENGINEERING,1,8,2,0,0,1,11,1
395,"R.N.G. Patel Institute of Technology-RNGPIT , Bardoli Bardoli – Navsari Road, At: Isroli (Tajpore ) PO : Afwa Tal : Bardoli – 394620 Dist: Surat State : Gujarat +91 9512900457, +91 9512900458 
Contact No.: 09512900457
 Email: info@rngpit.ac.in",Navsari,City,SF,COMPUTER SCIENCE & ENGINEERING,0,5,6,1,2,1,11,4
396,"R.N.G. Patel Institute of Technology-RNGPIT , Bardoli Bardoli – Navsari Road, At: Isroli (Tajpore ) PO : Afwa Tal : Bardoli – 394620 Dist: Surat State : Gujarat +91 9512900457, +91 9512900458 
Contact No.: 09512900457
 Email: info@rngpit.ac.in",Navsari,City,SF,ELECTRICAL ENGINEERING,1,6,4,0,0,1,11,1
397,"R.N.G. Patel Institute of Technology-RNGPIT , Bardoli Bardoli – Navsari Road, At: Isroli (Tajpore ) PO : Afwa Tal : Bardoli – 394620 Dist: Surat State : Gujarat +91 9512900457, +91 9512900458 
Contact No.: 09512900457
 Email: info@rngpit.ac.in",Navsari,City,SF,MECHANICAL ENGINEERING,1,11,5,0,0,0,17,0
398,"S.P.B. Patel Engineering College, (Saffrony), Linch, Mehsana Near Shanku’s Water Park Ahmedabad – Mehsana Highway At & Post : Linch District: Mehsana – 384435 
Contact No.: 7046461000 
Email: info@saffrony.ac.in
",Mehsana,City,SF,CIVIL ENGINEERING,0,5,0,0,1,0,5,1
399,"S.P.B. Patel Engineering College, (Saffrony), Linch, Mehsana Near Shanku’s Water Park Ahmedabad – Mehsana Highway At & Post : Linch District: Mehsana – 384435 
Contact No.: 7046461000 
Email: info@saffrony.ac.in
",Mehsana,City,SF,MECHANICAL ENGINEERING,0,10,0,0,1,0,10,1
400,"S.P.B. Patel Engineering College, (Saffrony), Linch, Mehsana Near Shanku’s Water Park Ahmedabad – Mehsana Highway At & Post : Linch District: Mehsana – 384435 
Contact No.: 7046461000 
Email: info@saffrony.ac.in
",Mehsana,City,SF,CHEMICAL ENGINEERING,0,5,0,0,5,0,5,5
401,"S.P.B. Patel Engineering College, (Saffrony), Linch, Mehsana Near Shanku’s Water Park Ahmedabad – Mehsana Highway At & Post : Linch District: Mehsana – 384435 
Contact No.: 7046461000 
Email: info@saffrony.ac.in
",Mehsana,City,SF,CIVIL ENGINEERING,0,10,0,0,1,0,10,1
402,"S.P.B. Patel Engineering College, (Saffrony), Linch, Mehsana Near Shanku’s Water Park Ahmedabad – Mehsana Highway At & Post : Linch District: Mehsana – 384435 
Contact No.: 7046461000 
Email: info@saffrony.ac.in
",Mehsana,City,SF,COMPUTER ENGINEERING,0,4,0,0,5,0,4,5
403,"S.P.B. Patel Engineering College, (Saffrony), Linch, Mehsana Near Shanku’s Water Park Ahmedabad – Mehsana Highway At & Post : Linch District: Mehsana – 384435 
Contact No.: 7046461000 
Email: info@saffrony.ac.in
",Mehsana,City,SF,ELECTRICAL ENGINEERING,0,7,0,0,2,0,7,2
404,"S.P.B. Patel Engineering College, (Saffrony), Linch, Mehsana Near Shanku’s Water Park Ahmedabad – Mehsana Highway At & Post : Linch District: Mehsana – 384435 
Contact No.: 7046461000 
Email: info@saffrony.ac.in
",Mehsana,City,SF,MECHANICAL ENGINEERING,0,8,0,0,0,0,8,0
405,"S.P.B. Patel Engineering College, (Saffrony), Linch, Mehsana Near Shanku’s Water Park Ahmedabad – Mehsana Highway At & Post : Linch District: Mehsana – 384435 
Contact No.: 7046461000 
Email: info@saffrony.ac.in
",Mehsana,City,SF,CHEMICAL ENGINEERING,0,2,0,0,3,0,2,3
406,"S.P.B. Patel Engineering College, (Saffrony), Linch, Mehsana Near Shanku’s Water Park Ahmedabad – Mehsana Highway At & Post : Linch District: Mehsana – 384435 
Contact No.: 7046461000 
Email: info@saffrony.ac.in
",Mehsana,City,SF,COMPUTER ENGINEERING,0,7,0,0,9,0,7,9
407,"S.P.B. Patel Engineering College, (Saffrony), Linch, Mehsana Near Shanku’s Water Park Ahmedabad – Mehsana Highway At & Post : Linch District: Mehsana – 384435 
Contact No.: 7046461000 
Email: info@saffrony.ac.in
",Mehsana,City,SF,COMPUTER SCIENCE & ENGINEERING (DATA SCIENCE),0,7,0,0,9,0,7,9
408,"S.P.B. Patel Engineering College, (Saffrony), Linch, Mehsana Near Shanku’s Water Park Ahmedabad – Mehsana Highway At & Post : Linch District: Mehsana – 384435 
Contact No.: 7046461000 
Email: info@saffrony.ac.in
",Mehsana,City,SF,INFORMATION & COMMUNICATION TECHNOLOGY,0,7,0,0,9,0,7,9
409,"S.P.B. Patel Engineering College, (Saffrony), Linch, Mehsana Near Shanku’s Water Park Ahmedabad – Mehsana Highway At & Post : Linch District: Mehsana – 384435 
Contact No.: 7046461000 
Email: info@saffrony.ac.in
",Mehsana,City,SF,INFORMATION TECHNOLOGY,0,7,0,0,9,0,7,9
410,"S.P.B. Patel Engineering College, (Saffrony), Linch, Mehsana Near Shanku’s Water Park Ahmedabad – Mehsana Highway At & Post : Linch District: Mehsana – 384435 
Contact No.: 7046461000 
Email: info@saffrony.ac.in
",Mehsana,City,SF,MECHANICAL ENGINEERING,0,5,0,0,2,0,5,2
411,"Sanjaybhai Rajguru College of Engg. , Rajkot AT-HADMATIYA(BEDI), RAJKOT MORVI HIGHWAY, RAJKOT, GUJARAT, 360003 
Contact No.: 09723432014
 Email: bec036owner@gtu.edu.in ",Rajkot,City,,COMPUTER SCIENCE & ENGINEERING,,,,,,,0,0
412,"Sanjaybhai Rajguru College of Engg. , Rajkot AT-HADMATIYA(BEDI), RAJKOT MORVI HIGHWAY, RAJKOT, GUJARAT, 360003 
Contact No.: 09723432014
 Email: bec036owner@gtu.edu.in ",Rajkot,City,SF,ELECTRICAL ENGINEERING,0,10,0,0,0,0,10,0
413,"Sanjaybhai Rajguru College of Engg. , Rajkot AT-HADMATIYA(BEDI), RAJKOT MORVI HIGHWAY, RAJKOT, GUJARAT, 360003 
Contact No.: 09723432014
 Email: bec036owner@gtu.edu.in ",Rajkot,City,SF,ELECTRONICS & COMMUNICATION ENGINEERING,0,3,0,0,0,0,3,0
414,"Sanjaybhai Rajguru College of Engg. , Rajkot AT-HADMATIYA(BEDI), RAJKOT MORVI HIGHWAY, RAJKOT, GUJARAT, 360003 
Contact No.: 09723432014
 Email: bec036owner@gtu.edu.in ",Rajkot,City,SF,INFORMATION TECHNOLOGY,0,2,0,0,5,0,2,5
415,"Sanjaybhai Rajguru College of Engg. , Rajkot AT-HADMATIYA(BEDI), RAJKOT MORVI HIGHWAY, RAJKOT, GUJARAT, 360003 
Contact No.: 09723432014
 Email: bec036owner@gtu.edu.in ",Rajkot,City,SF,MECHANICAL ENGINEERING,0,18,0,0,0,0,18,0
416,"Sanjaybhai Rajguru College of Engg. , Rajkot AT-HADMATIYA(BEDI), RAJKOT MORVI HIGHWAY, RAJKOT, GUJARAT, 360003 
Contact No.: 09723432014
 Email: bec036owner@gtu.edu.in ",Rajkot,City,SF,COMPUTER ENGINEERING,0,6,2,0,6,0,8,6
417,"Sanjaybhai Rajguru College of Engg. , Rajkot AT-HADMATIYA(BEDI), RAJKOT MORVI HIGHWAY, RAJKOT, GUJARAT, 360003 
Contact No.: 09723432014
 Email: bec036owner@gtu.edu.in ",Rajkot,City,SF,ELECTRICAL ENGINEERING,1,1,0,0,2,0,2,2
418,"Sanjaybhai Rajguru College of Engg. , Rajkot AT-HADMATIYA(BEDI), RAJKOT MORVI HIGHWAY, RAJKOT, GUJARAT, 360003 
Contact No.: 09723432014
 Email: bec036owner@gtu.edu.in ",Rajkot,City,SF,INFORMATION TECHNOLOGY,0,6,2,0,6,0,8,6
419,"Sanjaybhai Rajguru College of Engg. , Rajkot AT-HADMATIYA(BEDI), RAJKOT MORVI HIGHWAY, RAJKOT, GUJARAT, 360003 
Contact No.: 09723432014
 Email: bec036owner@gtu.edu.in ",Rajkot,City,SF,MECHANICAL ENGINEERING,0,7,0,0,1,0,7,1
420,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,SF,AERONAUTICAL ENGINEERING,2,3,0,0,1,0,5,1
421,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,SF,CIVIL ENGINEERING,2,3,0,4,1,0,5,5
422,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,SF,COMPUTER ENGINEERING,1,6,0,1,7,0,7,8
423,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,SF,COMPUTER SCIENCE & DESIGN,1,6,0,1,7,0,7,8
424,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,SF,ELECTRICAL ENGINEERING,3,6,0,2,2,0,9,4
425,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,SF,ELECTRONICS & COMMUNICATION ENGINEERING,4,3,0,1,2,0,7,3
426,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,SF,INFORMATION TECHNOLOGY,0,6,0,1,8,0,6,9
427,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,SF,MECHANICAL ENGINEERING,6,14,0,2,5,0,20,7
428,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,SF,COMPUTER SCIENCE & ENGINEERING (DATA SCIENCE),0,7,0,0,9,0,7,9
429,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,SF,INFORMATION & COMMUNICATION TECHNOLOGY,0,7,0,0,9,0,7,9
430,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,SF,INFORMATION TECHNOLOGY,0,7,0,0,9,0,7,9
431,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,SF,MECHANICAL ENGINEERING,0,5,0,0,2,0,5,2
432,"Sanjaybhai Rajguru College of Engg. , Rajkot AT-HADMATIYA(BEDI), RAJKOT MORVI HIGHWAY, RAJKOT, GUJARAT, 360003 
Contact No.: 09723432014
 Email: bec036owner@gtu.edu.in ",Rajkot,City,SF,ELECTRICAL ENGINEERING,0,10,0,0,0,0,10,0
433,"Sanjaybhai Rajguru College of Engg. , Rajkot AT-HADMATIYA(BEDI), RAJKOT MORVI HIGHWAY, RAJKOT, GUJARAT, 360003 
Contact No.: 09723432014
 Email: bec036owner@gtu.edu.in ",Rajkot,City,SF,ELECTRONICS & COMMUNICATION ENGINEERING,0,3,0,0,0,0,3,0
434,"Sanjaybhai Rajguru College of Engg. , Rajkot AT-HADMATIYA(BEDI), RAJKOT MORVI HIGHWAY, RAJKOT, GUJARAT, 360003 
Contact No.: 09723432014
 Email: bec036owner@gtu.edu.in ",Rajkot,City,SF,INFORMATION TECHNOLOGY,0,2,0,0,5,0,2,5
435,"Sanjaybhai Rajguru College of Engg. , Rajkot AT-HADMATIYA(BEDI), RAJKOT MORVI HIGHWAY, RAJKOT, GUJARAT, 360003 
Contact No.: 09723432014
 Email: bec036owner@gtu.edu.in ",Rajkot,City,SF,MECHANICAL ENGINEERING,0,18,0,0,0,0,18,0
436,"SARDAR PATEL COLLEGE OF ENGINEERING, BAKROL ANAND Sadrar Patel Education Campus, Vidyanagar Vadtal Road, Bakrol
 Contact No.: 07574857901
 Email: spce2014@outlook.com",Vidhyanagar,City,SF,COMPUTER ENGINEERING,0,6,2,0,6,0,8,6
437,"SARDAR PATEL COLLEGE OF ENGINEERING, BAKROL ANAND Sadrar Patel Education Campus, Vidyanagar Vadtal Road, Bakrol
 Contact No.: 07574857901
 Email: spce2014@outlook.com",Vidhyanagar,City,SF,ELECTRICAL ENGINEERING,1,1,0,0,2,0,2,2
438,"SARDAR PATEL COLLEGE OF ENGINEERING, BAKROL ANAND Sadrar Patel Education Campus, Vidyanagar Vadtal Road, Bakrol
 Contact No.: 07574857901
 Email: spce2014@outlook.com",Vidhyanagar,City,SF,INFORMATION TECHNOLOGY,0,6,2,0,6,0,8,6
439,"SARDAR PATEL COLLEGE OF ENGINEERING, BAKROL ANAND Sadrar Patel Education Campus, Vidyanagar Vadtal Road, Bakrol
 Contact No.: 07574857901
 Email: spce2014@outlook.com",Vidhyanagar,City,SF,MECHANICAL ENGINEERING,0,7,0,0,1,0,7,1
440,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,SF,AERONAUTICAL ENGINEERING,2,3,0,0,1,0,5,1
441,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,,CIVIL ENGINEERING,2,3,0,4,1,0,5,5
442,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,SF,COMPUTER ENGINEERING,1,6,0,1,7,0,7,8
443,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,SF,COMPUTER SCIENCE & DESIGN,1,6,0,1,7,0,7,8
444,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,SF,ELECTRICAL ENGINEERING,3,6,0,2,2,0,9,4
445,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,SF,ELECTRONICS & COMMUNICATION ENGINEERING,4,3,0,1,2,0,7,3
446,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,SF,INFORMATION TECHNOLOGY,0,6,0,1,8,0,6,9
447,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad At & Po: Rajupura, Vasad 388 306 
Contact No.: 09510782983 
Email:Contact@svitvasad.ac.in",Vasad,Village,SF,MECHANICAL ENGINEERING,6,14,0,2,5,0,20,7
448,,,,,,,,,,,,,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
,,,,,,,,,,,,#REF!,#REF!
